id;c_square;x;y;gsa;depth;strata;year;pred
20381;1401:216:497:3;16.725;41.975;18;175.45;0_200;2017;2115.101475
20382;1401:216:497:1;16.725;41.925;18;153.60001;0_200;2017;2025.671768
20383;1401:216:487:3;16.725;41.875;18;144.89999;0_200;2017;1856.7507
20384;1401:216:487:1;16.725;41.825;18;137;0_200;2017;1608.338271
20385;1401:216:477:3;16.725;41.775;18;117.35;0_200;2017;1359.274964
20386;1401:216:477:1;16.725;41.725;18;111.6;0_200;2017;1109.560778
20387;1401:216:467:3;16.725;41.675;18;111.95;0_200;2017;895.2865999
20388;1401:216:467:1;16.725;41.625;18;108.5;0_200;2017;716.4524301
20389;1401:216:457:3;16.725;41.575;18;106.9;0_200;2017;588.5227326
20390;1401:216:457:1;16.725;41.525;18;106;0_200;2017;511.4975072
20391;1401:216:247:3;16.725;41.475;18;104;0_200;2017;473.2699262
20392;1401:216:247:1;16.725;41.425;18;100.95;0_200;2017;473.8399895
20393;1401:216:237:3;16.725;41.375;18;98.05;0_200;2017;473.2176442
20394;1401:216:237:1;16.725;41.325;18;93.55;0_200;2017;471.4028902
20395;1401:216:227:3;16.725;41.275;18;82.65;0_200;2017;398.864926
20396;1401:216:227:1;16.725;41.225;18;59.2;0_200;2017;255.6037517
20397;1401:216:217:3;16.725;41.175;18;15.7;0_200;2017;183.9731645
20594;1401:226:217:2;16.775;42.125;18;198.14999;0_200;2017;1951.999378
20595;1401:226:207:4;16.775;42.075;18;234.89999;200_800;2017;1947.744758
20596;1401:226:207:2;16.775;42.025;18;233.64999;200_800;2017;1939.235518
20597;1401:216:497:4;16.775;41.975;18;216.10001;200_800;2017;1910.967281
20598;1401:216:497:2;16.775;41.925;18;188.85001;0_200;2017;1862.940048
20599;1401:216:487:4;16.775;41.875;18;165.89999;0_200;2017;1741.594329
20600;1401:216:487:2;16.775;41.825;18;148.75;0_200;2017;1546.930123
20601;1401:216:477:4;16.775;41.775;18;141.60001;0_200;2017;1343.772864
20602;1401:216:477:2;16.775;41.725;18;133.39999;0_200;2017;1132.12255
20603;1401:216:467:4;16.775;41.675;18;125.65;0_200;2017;947.8367745
20604;1401:216:467:2;16.775;41.625;18;117;0_200;2017;790.9155383
20605;1401:216:457:4;16.775;41.575;18;113.25;0_200;2017;675.5864219
20606;1401:216:457:2;16.775;41.525;18;111.7;0_200;2017;601.8494251
20607;1401:216:247:4;16.775;41.475;18;109.85;0_200;2017;563.0198104
20608;1401:216:247:2;16.775;41.425;18;106.85;0_200;2017;559.0975779
20609;1401:216:237:4;16.775;41.375;18;103.75;0_200;2017;550.0883379
20610;1401:216:237:2;16.775;41.325;18;100.45;0_200;2017;535.9920906
20611;1401:216:227:4;16.775;41.275;18;93.8;0_200;2017;510.2825242
20612;1401:216:227:2;16.775;41.225;18;74.95;0_200;2017;472.9596388
20613;1401:216:217:4;16.775;41.175;18;37.05;0_200;2017;454.2981962
20809;1401:226:218:3;16.825;42.175;18;222.39999;200_800;2017;1556.870438
20810;1401:226:218:1;16.825;42.125;18;212.3;200_800;2017;1556.870438
20811;1401:226:208:3;16.825;42.075;18;250.7;200_800;2017;1553.057442
20812;1401:226:208:1;16.825;42.025;18;271.89999;200_800;2017;1545.43145
20813;1401:216:498:3;16.825;41.975;18;254.25;200_800;2017;1534.51382
20814;1401:216:498:1;16.825;41.925;18;228.95;200_800;2017;1520.30455
20815;1401:216:488:3;16.825;41.875;18;209.8;200_800;2017;1447.738769
20816;1401:216:488:1;16.825;41.825;18;184.60001;0_200;2017;1316.816476
20817;1401:216:478:3;16.825;41.775;18;162.95;0_200;2017;1179.539919
20818;1401:216:478:1;16.825;41.725;18;146.8;0_200;2017;1035.909099
20819;1401:216:468:3;16.825;41.675;18;139.8;0_200;2017;916.3500374
20820;1401:216:468:1;16.825;41.625;18;128.89999;0_200;2017;820.8627352
20821;1401:216:458:3;16.825;41.575;18;125.15;0_200;2017;750.532727
20822;1401:216:458:1;16.825;41.525;18;118.7;0_200;2017;705.3600127
20823;1401:216:248:3;16.825;41.475;18;114.85;0_200;2017;677.2847902
20824;1401:216:248:1;16.825;41.425;18;112.2;0_200;2017;666.3070596
20825;1401:216:238:3;16.825;41.375;18;109.45;0_200;2017;645.4276274
20826;1401:216:238:1;16.825;41.325;18;106.65;0_200;2017;614.6464937
20827;1401:216:228:3;16.825;41.275;18;101.45;0_200;2017;595.4489967
20828;1401:216:228:1;16.825;41.225;18;89.8;0_200;2017;587.8351365
20829;1401:216:218:3;16.825;41.175;18;51.55;0_200;2017;584.0282064
21025;1401:226:218:4;16.875;42.175;18;236.5;200_800;2017;969.6137541
21026;1401:226:218:2;16.875;42.125;18;254.25;200_800;2017;969.6137541
21027;1401:226:208:4;16.875;42.075;18;283.89999;200_800;2017;972.1418241
21028;1401:226:208:2;16.875;42.025;18;333.89999;200_800;2017;977.1979641
21029;1401:216:498:4;16.875;41.975;18;361.75;200_800;2017;985.7380589
21030;1401:216:498:2;16.875;41.925;18;379.35001;200_800;2017;997.7621087
21031;1401:216:488:4;16.875;41.875;18;287.14999;200_800;2017;975.1808752
21032;1401:216:488:2;16.875;41.825;18;252.14999;200_800;2017;917.9943586
21033;1401:216:478:4;16.875;41.775;18;208.35001;200_800;2017;866.5735116
21034;1401:216:478:2;16.875;41.725;18;176.05;0_200;2017;820.9183341
21035;1401:216:468:4;16.875;41.675;18;150.7;0_200;2017;800.8249093
21036;1401:216:468:2;16.875;41.625;18;135.39999;0_200;2017;806.2932373
21037;1401:216:458:4;16.875;41.575;18;134.10001;0_200;2017;813.3614347
21038;1401:216:458:2;16.875;41.525;18;128.89999;0_200;2017;822.0295016
21039;1401:216:248:4;16.875;41.475;18;124.6;0_200;2017;816.065297
21040;1401:216:248:2;16.875;41.425;18;118.75;0_200;2017;795.4688209
21041;1401:216:238:4;16.875;41.375;18;113.85;0_200;2017;759.2358376
21042;1401:216:238:2;16.875;41.325;18;111.95;0_200;2017;707.366347
21043;1401:216:228:4;16.875;41.275;18;109;0_200;2017;654.3638815
21044;1401:216:228:2;16.875;41.225;18;101.7;0_200;2017;600.2284411
21045;1401:216:218:4;16.875;41.175;18;70.1;0_200;2017;573.1607209
